Time,Temp,RH,Fig1v,Fig2v,ELT,e2vO3v,e2vNO2v,AH,Fig1r,Fig2r,Actd,Acet,Benz,C8,C9,Form,Meth,Tol,CH4,CO,O3,NO2,CO2,T_Plat,RH_Plat,H2S
735813.778450521,33.2875,21.1875,22.5,32.5,174,23,26.25,0.0131119346418987,0.843439334051982,0.670662670662671,0.71275,2.76,0.0695,0.12125,0.05125,4.00425,5.224,0.14125,1.9434,107.44445,52.6825,3.9925,383.64375,26.6375,32.5475,0.06125
735813.781242766,33.625,20.6875,22,33,174.5,23,25.875,0.0130438096360558,0.862603305785124,0.66000666000666,0.70225,2.76875,0.071,0.03375,0.02175,3.7,4.986,0.068,1.9447,102.280725,54.1275,3.4525,383.1125,26.2875,32.095,0.222
735813.784372685,33.34,20.62,22,32.2,175,22.4,21.8,0.0127973266692211,0.862603305785124,0.677056277056277,0.61975,2.663,0.0505,0.02675,0.017,3.3655,4.68225,0.047,1.93952,102.67456,54.714,2.998,382.0784,26.546,31.868,0.1645
735813.823255787,34.38,20.55,22,33.4,175,23,25,0.0135156630053292,0.862603305785124,0.65198331080684,0.478,2.6085,0.0965,0.0845,0.02,3.10133333333333,4.74666666666667,0.311,1.9381,96.92566,55.08,1.81,380.07,28.064,30.006,0.063
735813.826384549,34.5,19.9875,22,34,174.75,23,25.375,0.013233550346409,0.862603305785124,0.639948287007111,0.59575,2.663,0.04625,0.01725,0.01625,3.3005,4.4925,0.0355,1.941875,95.3442,55.73,1.725,380.44575,27.54,30.66,0.07
735813.829509259,35.04,19.7,22,34.8,175,24,29.4,0.0134387806775239,0.862603305785124,0.624818542801736,0.4538,2.5912,0.044,0.0172,0.0196,2.9788,4.3558,0.0304,1.93488,92.35222,54.292,1.758,380.5034,28.308,28.864,0.0454
735813.832635996,35.4375,19.3125,22,35,174.875,24,34.875,0.0134687998917946,0.862603305785124,0.621036106750392,0.548,2.5785,0.03275,0.0175,0.015,3.26125,4.573,0.02875,1.93645,95.6966,55.385,1.5425,380.69575,27.635,29.495,0.05975
735813.835759259,34.86,19.22,22,34,175.2,23,26.4,0.0129831173528045,0.862603305785124,0.640406764104243,0.4724,2.56,0.043,0.0152,0.0086,3.0578,4.4308,0.0232,1.93514,93.83058,55.29,1.492,381.105,27.29,29.43,-0.158
735813.838883102,34.075,19.625,21.875,32.75,174.25,22,21.875,0.0126905800903816,0.867728554039336,0.665334665334665,0.41225,2.472,0.0445,0.00925,0.0095,2.905,4.07075,0.031,1.933475,92.945675,54.79,1.6575,381.32075,27.465,28.575,0.16
735813.842010417,33.94,19.48,21.4,32,173.3,22,22.2,0.0125027598132354,0.887790240062967,0.681318681318681,0.4246,2.508,0.0368,0.0122,0.011,2.8312,4.16775,0.0294,1.93166,90.09462,54.66,1.674,381.625,27.454,28.242,-0.03625
735813.845482639,33.64,20.01,21.7,32,173.9,22,22.2,0.0126269535953198,0.875099149147775,0.681318681318681,0.507,2.5316,0.0706,0.0586,0.0238,2.7895,4.5096,0.0546,1.93176,90.80328,54.128,1.89,381.26,27.51,29.17,0.0654
735813.848956019,34.26,19.45,22,33.3,174.2,23,28.2,0.0127032747463432,0.862603305785124,0.653959210236647,0.3962,2.38,0.0536,0.0498,0.0318,2.65,4.4352,0.0482,1.92356,89.17404,52.532,1.692,380.57,28.222,27.658,0.093
735813.852428241,35.02,18.82,21.8,34.6,174.4,23.8,33,0.0128259743401518,0.870998950544405,0.62860097885308,0.3354,2.317,0.087,0.187,0.0308,2.5434,4.6112,0.252,1.92186,89.2704,52.036,1.398,380.485,28.19,27.666,0.0794
735813.865277778,35.1625,18.15,21.25,35,174.25,23.75,29.875,0.0124664479663356,0.894086973632428,0.621036106750392,0.353,2.25575,0.036,0.0245,0.014,2.35275,3.9635,0.04625,1.921375,82.5927,52.145,1.3975,380.08325,28.18,27.02,-0.02725
735813.868398148,35.2,18.07,21,34.8,174.8,23.8,29.2,0.0124379523080366,0.90458152958153,0.624818542801736,0.3776,2.2116,0.0338,0.0975,0.0328,2.5086,4.4434,0.2514,1.91994,85.83624,51.942,1.418,380.035,28.344,26.534,-0.0332
735813.871527778,35.275,17.8875,21,35.25,174.5,23.5,31.625,0.0123630452226576,0.90458152958153,0.616570730856445,0.37,2.21025,0.15625,0.21275,0.029,2.5875,3.9095,0.3175,1.91855,86.30225,51.4425,1.395,380.15,28.46,25.9075,0.1085
735813.874659722,35.48,17.32,21,35,174.6,23.8,33,0.0121078579321689,0.90458152958153,0.621036106750392,0.4226,2.2588,0.033,0.0302,0.0184,2.5312,4.0802,0.059,1.91892,85.12586,51.346,1.39,380.38,28.78,25.132,0.0126
735813.877754629,36.0125,17.425,21,36.25,175,24,37.125,0.0125446470509287,0.90458152958153,0.598950598950599,0.411,2.381,0.047,0.081,0.035,2.4465,4.1915,0.028,1.922375,86.332075,51.6125,1.5425,380.25825,29.11,25.4025,0.04925
735813.880539641,36.075,18.1125,22,35.5,174.875,24.5,40.75,0.0130829613827803,0.862603305785124,0.612346726632441,0.4705,2.3935,0.0455,0.02075,0.0265,2.75125,4.634,0.0376666666666667,1.9264,89.155,52.065,1.7725,380.44575,29.12,26.2225,0.03725
735813.883671296,36.3,17.64,21.4,37.4,175.6,24.8,38,0.0129000187255713,0.887790240062967,0.579875885139043,0.3344,2.3174,0.026,0.011,0.0062,2.4888,3.8268,0.018,1.9233,89.59314,52.24,1.614,380.8384,28.924,25.966,0.09
735813.886805555,35.9625,17.7,21.5,36.75,175.125,24.5,34.375,0.0127073165636953,0.883592417683327,0.590502590502591,0.397,2.342,0.124333333333333,0.14825,0.04025,2.8865,4.22475,0.12075,1.9312,88.9413,52.4525,1.625,380.6875,28.9825,25.97,0.061
735813.889935185,35.91,17.59,21.8,37,175.6,24.7,37.7,0.0125916540089546,0.870998950544405,0.586456439088018,0.3848,2.3508,0.045,0.0232,0.015,2.4514,3.9038,0.0372,1.9426,89.11552,52.9,1.972,380.6716,28.604,26.048,0.0334
735813.893055556,35.55,17.825,21.75,35.75,174,24,33.5,0.0125091572053956,0.873097861734225,0.607639979068551,0.3705,2.35775,0.0365,0.0145,0.01625,2.483,3.908,0.02425,1.933375,90.6628,52.47,1.925,380.43125,28.615,26.2875,0.1555
735813.896175926,36.03,17.82,21.6,37,175.1,24.8,36,0.0128400453395297,0.879394595303686,0.586278586278586,0.3298,2.2858,0.03,0.0096,0.0098,2.5914,3.9604,0.0206,1.92054,87.91264,52.022,2.2,379.9718,28.852,26.326,0.0306
735813.899302662,35.6,17.6375,21.25,36.25,175.125,24.25,31.375,0.0124120508907303,0.894086973632428,0.598950598950599,0.326,2.26825,0.02875,0.0175,0.01525,2.725,4.043,0.041,1.9228,91.725925,52.6625,2.11,380.54375,28.4575,26.1225,0.02375
735813.902428241,35.4,17.54,21,35.3,174.2,24,31.4,0.0122072658636576,0.90458152958153,0.615652498630366,0.3512,2.26175,0.0596,0.066,0.0314,2.6088,3.9744,0.0694,1.91972,87.79326,52.112,1.614,380.8182,28.806,25.288,0.1044
735813.905555556,35.65,17.225,21,36,174.5,23.75,32.625,0.0121552862985493,0.90458152958153,0.603174603174603,0.3605,2.22475,0.02775,0.01175,0.01625,2.3945,3.97625,0.0145,1.918825,89.252325,52.1075,1.4975,381.2875,29.0825,24.8075,-0.052
735813.908686343,35.86,16.7,21,36.2,175,24,30.6,0.0119208236205566,0.90458152958153,0.5997953997954,0.3165,2.2,0.0276,0.0062,0.0156,2.7046,3.7168,0.0138,1.91832,88.24852,52.084,2.164,380.9316,29.106,24.086,0.0768
735813.911782407,35.65,16.65,21,36.25,174.25,23.25,27.5,0.0117481737474223,0.90458152958153,0.598950598950599,0.32,2.204,0.02425,0.00875,0.011,2.30575,3.45025,0.014,1.918225,86.17245,52.505,2.1425,381.2125,28.74,24.4475,0.02825
735813.914571759,35.5,16.7875,21,35.75,175,23.5,26.5,0.0117492054061054,0.90458152958153,0.607639979068551,0.317,2.193,0.0355,0.19125,0.04025,2.36625,3.51725,0.16525,1.9185,86.31645,52.7725,1.7525,381.3625,28.38,24.6525,0.04275
735813.917701389,35.12,17.02,20.8,35.2,174.4,23,27.7,0.0116632128090402,0.913816738816739,0.617463806035235,0.2856,2.195,0.0582,0.0586,0.0462,2.4658,3.6586,0.0796,1.91618,87.48984,52.284,1.722,381.12,28.912,23.82,0.00924999999999999
735813.92082176,35.325,16.9125,20.75,35.25,174.125,23,28.5,0.011722229087549,0.916125541125541,0.616570730856445,0.28625,2.192,0.03225,0.017,0.01125,2.477,4.06966666666667,0.029,1.918975,85.632925,52.4725,1.585,381.29375,28.71,24.05,0.1295
735813.92394213,35.62,16.47,20.6,35.6,174.7,23.6,29.9,0.0116023684710782,0.923051948051948,0.610319204604919,0.2942,2.125,0.0264,0.0532,0.0206,2.102,3.5268,0.0566,1.9162,85.48838,52.012,1.976,381.0516,29.326,23.12,0.017
735813.927076099,35.4625,16.2375,20,35.5,174.5,23,27.75,0.0113400977919824,0.950757575757576,0.612105354962498,0.29525,2.19025,0.0635,0.094,0.04625,2.10775,3.4945,0.11575,1.914175,82.479,52.35,1.415,381.2125,28.605,23.4025,-0.02275
735813.930208333,35.36,16.41,20,35.7,174.2,23,26.1,0.0113956977025968,0.950757575757576,0.60850789720005,0.2996,2.1192,0.0242,0.0092,0.014,2.3428,3.5266,0.0146,1.91386,84.39212,52.494,1.39,381.37,28.822,23.286,0.0292
735813.933677084,35.26,16.21,20,35.4,173.9,22.6,24.7,0.011194542968045,0.950757575757576,0.613891505320077,0.3894,2.0832,0.0536,0.063,0.0314,2.622,3.9074,0.0606,1.9191,84.70694,52.264,1.514,381.995,28.852,22.7,0.0086
735813.937146991,35.26,16.46,20.4,35.2,174.6,22.8,25.8,0.011367456972379,0.932287157287157,0.617463806035235,0.342,2.042,0.0294,0.0466,0.0312,2.2446,3.7364,0.0726,1.91226,83.0433,52.694,1.768,381.485,29.068,22.856,0.1326
735813.94062037,35,16.44,20,35,174.1,22.4,23.2,0.0111915369160566,0.950757575757576,0.621036106750392,0.3044,2.1054,0.0212,0.0076,0.0115,2.0136,3.4768,0.0106,1.91222,81.1967,53.076,1.05,381.6716,28.68,23.104,0.0278
735813.94408912,34.76,16.51,20,34.6,173.4,22,21.4,0.0110906834478558,0.950757575757576,0.62860097885308,0.3432,2.1252,0.018,0.019,0.0058,2.3238,3.4474,0.0212,1.91152,79.91644,53.206,0.846,381.385,28.598,23.42,0.0584
735813.947219329,35.0625,16.55,20.125,34.75,173.875,22.5,23.875,0.0113048090183798,0.944844789356985,0.625764151814572,0.27125,2.10825,0.03675,0.0436666666666667,0.014,2.1855,3.503,0.109,1.91135,79.389825,53.1075,1.295,381.5875,29.03,22.4975,0.1295
735813.950347222,34.73,16.41,20,34.4,173.8,22.2,21.8,0.0110059414453315,0.950757575757576,0.632383414904423,0.3242,2.099,0.0356,0.0092,0.013,2.4638,3.7982,0.0306,1.91254,78.59194,53.398,1.484,381.41,28.664,23.248,-0.0028
735813.953472222,35.1,17.075,20.75,35,174.125,23,24.5,0.0116882733107492,0.916125541125541,0.621036106750392,0.311,2.1245,0.02375,0.03775,0.01775,2.28575,3.62,0.017,1.90985,77.709275,53.0775,1.35,380.85625,28.9625,23.5575,0.0235
735813.956594907,35.02,16.86,20.6,34.6,174.4,22.6,22.5,0.0114907801870396,0.923051948051948,0.62860097885308,0.286,2.1332,0.0512,0.0616,0.0172,2.209,3.6488,0.069,1.91034,79.4905,53.252,1.374,380.9016,28.674,23.806,0.0632
735813.959716435,34.625,17.0625,20.5,34.25,174.125,22.5,22.125,0.0113762637373316,0.927669552669553,0.635220241942931,0.3005,2.11,0.02775,0.00775,0.00925,2.28775,3.52825,0.02,1.91035,79.79305,53.5175,0.99,381.125,28.65,23.8075,0.1375
735813.962835648,34.74,16.7,20,33.8,174,22,20.4,0.0112058121551218,0.950757575757576,0.64395996160702,0.323,2.1388,0.0232,0.0082,0.0104,2.0846,3.7324,0.0128,1.91092,79.34094,53.84,1.308,381.3416,28.542,23.538,0.0884
735813.965960648,34.825,16.6,20,34.25,174.25,22,22.25,0.0111911930456212,0.950757575757576,0.635220241942931,0.299,2.0275,0.0246666666666667,0.068,0.04375,2.2995,3.6455,0.02975,1.91035,79.167125,53.81,0.9525,381.3125,28.8775,22.61,0.02025
735813.969087963,34.86,16.03,20,34.8,173.8,22,20.6,0.0108280244198286,0.950757575757576,0.624818542801736,0.263,2.077,0.0224,0.0112,0.0066,2.1076,3.2744,0.01,1.90956,77.14338,53.768,1.132,381.6082,28.652,22.658,0.0388
735813.972216435,34.55,16.7125,20,34.25,174.25,22.25,21.5,0.0110964991408358,0.950757575757576,0.635220241942931,0.29275,2.07125,0.01975,0.006,0.01025,2.2805,3.617,0.01,1.909175,79.55765,53.3775,0.925,381.43125,28.8825,22.8325,0.04425
735813.975335648,34.32,16.37,20,34,174.1,22,18.7,0.0107309137794335,0.950757575757576,0.639948287007111,0.2642,2.0406,0.0254,0.0564,0.025,2.2154,3.4562,0.0346,1.911,77.80508,54.022,0.944,381.735,28.642,22.394,0.1234
735813.978460648,34.7625,16.65,20,34,174.125,22.25,23,0.0111870416251628,0.950757575757576,0.639948287007111,0.31075,2.104,0.025,0.018,0.01525,2.24275,3.51075,0.03375,1.91135,77.15565,53.77,1.35,381.7835,29.13,22.4875,-0.08825
735813.98125434,35.2,16.4625,20,34.125,174.375,22.125,23.125,0.0113309690024398,0.950757575757576,0.637550003278904,0.32075,2.149,0.02675,0.08175,0.034,2.48975,3.5385,0.032,1.911125,78.7275,54.0275,1.2675,381.6355,29.16,22.6675,0.00899999999999999
735813.98437963,35.06,16.97,20.6,34.8,174.6,22.8,22.9,0.0115906325596189,0.923051948051948,0.624818542801736,0.3216,2.1404,0.0494,0.0576,0.022,2.1666,3.6784,0.0348,1.91032,77.77706,53.566,1.068,381.255,28.776,23.726,0.0148
735813.987502893,35.0375,17.1375,21.75,34.625,174.125,23.5,23.875,0.0116907034754981,0.874010431816756,0.628228062622666,0.335666666666667,2.127,0.04675,0.03475,0.01925,2.54925,3.81,0.06775,1.92735,132.89645,53.09,0.94,381.79375,28.9225,23.6825,0.00325
735813.990625,34.8,16.94,21.9,35.4,174.3,23.6,22,0.0114043296293533,0.867811039056098,0.614101640656263,0.3154,2.1328,0.0542,0.0252,0.0168,2.4616,3.8664,0.0556,1.92784,166.51672,53.57,1.058,382.37,28.758,23.748,0.0174
735813.993752894,34.2875,17.025,20.25,34,173.75,22,19.125,0.0111402302698151,0.939213564213564,0.639948287007111,0.2975,2.02925,0.036,0.01475,0.01175,2.323,3.681,0.025,1.9128,79.927,53.2725,1.1075,382.30425,28.645,23.25,0.21725
735813.99687963,34.08,17.21,20,33.6,173.6,22,18.5,0.0111320918726018,0.950757575757576,0.64797163620693,0.2512,2.0588,0.0186,0.0098,0.0102,2.1476,3.58825,0.0122,1.91054,80.36294,53.106,1.08,382.272,28.62,23.41,0.0795
735814.000001447,33.85,17.175,20,33.25,173.75,22,16.75,0.0109683408932796,0.950757575757576,0.654992066756773,0.2615,2.08375,0.02625,0.00775,0.00975,2.19133333333333,3.374,0.01,1.910725,77.387125,53.855,1.075,382.48125,28.445,23.4425,0.17425
735814.003119213,33.68,17.65,20.4,33,174.2,22,18.2,0.0111647135392263,0.932287157287157,0.66000666000666,0.2628,2.1226,0.0262,0.0208,0.0186,2.246,3.4244,0.0188,1.91094,81.27198,53.83,0.792,382.1152,28.516,23.796,-0.0196
735814.00624132,33.925,17.5625,20.25,33,173.625,22,20.25,0.0112642509186366,0.939213564213564,0.66000666000666,0.315,2.19375,0.0345,0.01325,0.0135,2.353,3.62575,0.01425,1.9147,79.075475,53.5675,0.88,382.321,28.64,23.6975,0.08975
735814.009368056,33.98,18.09,21,33,174.4,22.8,20.4,0.0116364392021907,0.90458152958153,0.66000666000666,0.2664,2.1516,0.0268,0.0106,0.0118,2.2748,3.597,0.0126,1.91018,79.2232,53.376,1.322,381.5218,28.602,24.79,0.1206
735814.01249566,33.9125,18.0875,21,33.5,174,22.25,18.875,0.0115908053192185,0.90458152958153,0.649977473506885,0.30075,2.156,0.03675,0.09125,0.0303333333333333,2.45975,3.753,0.0355,1.911425,81.392425,53.96,1.105,381.18525,28.3725,25.24,0.057
735814.015622685,33.72,18.29,21,33,173.8,22.4,18,0.0115954344658231,0.90458152958153,0.66000666000666,0.2766,2.156,0.0204,0.0096,0.0092,2.1776,3.524,0.0124,1.91176,80.89234,53.528,1.074,381.715,28.242,25.186,0.023
735814.01875,33.55,18.0125,20.625,32.75,174.25,22,15.75,0.0113101143919511,0.921756766268961,0.665334665334665,0.28975,2.12075,0.06525,0.028,0.03875,2.234,3.68025,0.04625,1.911575,82.0928,53.6975,0.8375,382.4335,28.2075,24.5125,0.09325
735814.03437037,32.8,18.92,21,31.4,173.4,22,16.7,0.0113913772995241,0.90458152958153,0.694930875576037,0.2928,2.2126,0.0262,0.0088,0.007,2.2134,3.958,0.011,1.90966,84.460575,53.35,1.04,381.765,28.028,25.628,0.0174
735814.037497107,32.55,19.375,21,31,173.75,22,15.5,0.0115020469681696,0.90458152958153,0.704005671747607,0.28825,2.173,0.0356666666666667,0.012,0.014,2.14175,3.90325,0.021,1.910175,81.38015,53.7025,0.8525,381.64375,27.8725,26.235,-0.01975
735814.040628473,32.38,20.28,21.8,31,172.8,22,16.8,0.0119236576385471,0.870998950544405,0.704005671747607,0.352,2.2396,0.0424,0.013,0.016,2.3516,4.2314,0.0286,1.9123,79.81454,52.686,0.9,381.7398,27.734,27.472,0.0546
735814.043726852,32.05,20.7875,21.5,31,173.25,22,16.625,0.0119966632526519,0.883592417683327,0.704005671747607,0.3875,2.27325,0.026,0.01275,0.01275,2.64325,4.90925,0.01,1.910525,79.153775,52.165,0.85,381.57925,27.565,28.2075,-0.10825
735814.046511864,31.85,21.1375,22,31,173.625,22.75,18.25,0.0120618033010874,0.862603305785124,0.704005671747607,0.39875,2.3715,0.029,0.018,0.01375,2.803,4.944,0.02175,1.911125,78.065975,51.4975,1.005,381.66475,27.54,28.595,-0.09875
735814.049643519,31.76,21.7,22,30.8,172.8,22.8,19,0.0123194886743805,0.862603305785124,0.708845563039111,0.4704,2.4548,0.0444,0.0364,0.0202,2.8042,4.9186,0.0576,1.9187,86.507475,49.876,1.456,381.9368,27.362,29.798,0.0742
735814.052770544,31.55,22.8625,22,30,172.625,23.75,23,0.0128252723254489,0.862603305785124,0.728205128205128,0.524,2.558,0.042,0.0315,0.01725,2.96775,5.8365,0.046,1.9283,82.60855,48.0625,1.4925,382.01025,27.085,31.61,-0.07025
735814.055900463,31.4,23.67,22.8,30,173.1,24.6,25.8,0.0131660922682638,0.831940951012097,0.728205128205128,0.5548,2.6572,0.063,0.0564,0.0302,2.9974,5.809,0.0792,1.94088,86.29208,47.174,1.444,382.3334,26.816,32.708,0.0772
735814.059033565,30.7625,24.2625,23,30,172.625,24.25,25.875,0.0130126943650613,0.824275362318841,0.728205128205128,0.6905,2.67225,0.119,0.12875,0.05025,3.391,6.749,0.1735,1.955825,87.5278666666667,46.5125,1.4225,382.898,26.58,33.595,0.0805
735814.062148148,30.04,25.72,23.4,30,171.8,24.8,30.7,0.0132348121066601,0.81022178304787,0.728205128205128,0.7645,2.8186,0.1098,0.1504,0.0512,3.2554,7.4708,0.1824,1.9727,87.5158,44.774,1.744,383.8186,26.212,35.286,0.1354
735814.065266204,29.5,26.7625,24,29.5,172,25,33.875,0.013351793391706,0.789141414141414,0.741139320449665,0.833,2.94375,0.13325,0.1095,0.0485,3.68225,7.87025,0.16725,1.9732,85.86835,43.8525,2.1975,384.8355,25.865,36.0975,-0.00325
735814.068055556,29.225,26.975,24.5,29,172.625,25,32.75,0.0132457326380292,0.772979797979798,0.754073512694202,0.79525,3.00925,0.20775,0.0965,0.04,3.7335,7.80325,0.16425,1.96705,84.86115,43.5525,2.5425,385.35425,25.575,36.3875,-0.144666666666667
735814.071175926,28.84,27.03,24.2,29,172.8,25,33.6,0.0129797756765848,0.782676767676768,0.754073512694202,0.8678,3.1826,0.1228,0.1138,0.0388,3.655,8.38375,0.15,1.95966,85.14392,43.334,2.674,385.5318,25.38,37.072,-0.0818
735814.074298322,28.45,28.55,24.25,29,172.125,26,42.375,0.0134020759009672,0.781060606060606,0.754073512694202,1.04825,3.2145,0.186,0.149,0.05075,3.5205,9.61675,0.224,1.98055,89.78135,40.6275,3.0325,388.102,24.985,39.38,-0.03125
735814.077418982,28,29.06,24.2,28.6,172.5,26,39.7,0.013289622298494,0.782676767676768,0.76515996318952,0.9122,3.1978,0.2164,0.1802,0.0598,3.6212,8.9536,0.2386,1.98284,95.14902,41.396,3.446,387.7234,24.83,39.438,-0.0502
735814.080536748,27.55,29.9875,25.625,28.75,172.125,26,38.375,0.013357383629438,0.738381272815235,0.761002544253776,0.8875,3.17075,0.445,0.293,0.1065,3.61975,9.21275,0.5645,2.035325,101.092,41.035,3.5975,388.08325,24.615,40.6125,0.00825
735814.08333478,27.275,30.8375,27.5,29.5,172.25,26,38,0.0135169743386423,0.686527978194645,0.741139320449665,0.90675,3.47575,0.50825,0.329,0.0965,3.716,9.43025,0.564,2.0641,114.4216,40.6125,3.83,388.925,24.4525,41.3,0.124
735814.086105324,26.9,31.8,27.25,29,172.375,26.5,43.5,0.013635156449637,0.692941317941318,0.754073512694202,0.8235,3.24775,0.35775,0.2065,0.07075,3.767,9.89775,0.404,2.0453,113.874375,39.5825,4.08,390.048,23.9925,42.9775,0.0575
735814.089224537,26.48,32.37,25.4,28.2,172.2,26,38.9,0.01353999864309,0.74488344988345,0.776246413684837,0.7886,3.2528,0.1498,0.1968,0.0656,3.4532,8.7056,0.1968,1.99056,100.02524,40.15,4.076,389.7866,23.792,43.27,-0.1762
735814.092346644,26.15,33.1875,24,27,172.5,25.875,38.75,0.0136141740136246,0.789141414141414,0.811558811558812,0.766,3.3045,0.16475,0.238,0.0673333333333333,3.3315,8.46775,0.25925,1.977825,93.638475,39.8875,3.875,390.2835,23.4525,44.3825,0.0145
735814.09546875,25.78,34.07,24,27.2,172.8,26,43.1,0.0136725471702163,0.789141414141414,0.805604977033548,0.8202,3.37,0.12,0.1778,0.072,3.4178,9.3268,0.1254,1.993,92.96958,38.834,3.866,391.7716,22.944,46.192,0.1304
735814.098609664,25.35,35.4125,24.75,27,173,29,62.25,0.0138532280043322,0.76489898989899,0.811558811558812,0.8285,3.34975,0.1665,0.197666666666667,0.105,3.49675,9.61975,0.1655,2.03695,106.649175,30.2375,7.18,395.20225,22.4725,47.7725,-0.1545
735814.101383102,25.025,36.175,25,27,174.75,30.5,69,0.0138803502047257,0.756818181818182,0.811558811558812,0.83025,3.478,0.15425,0.183,0.097,3.62425,9.428,0.1585,2.02935,107.302525,29.9725,12.4425,395.80625,22.4525,47.8575,0.08825
735814.10416088,24.775,36.825,25,27,174,29.5,60,0.0139204252103523,0.756818181818182,0.811558811558812,0.80625,3.2535,0.1845,0.20175,0.0975,3.5455,9.19425,0.18075,2.0328,100.56175,32.5325,13.135,395.1105,22.305,48.3825,0.1785
735814.10728588,24.7,37.46,25,27,174,27.8,50,0.0140972812213178,0.756818181818182,0.811558811558811,0.7808,3.2514,0.2006,0.2498,0.0898,3.3636,9.3014,0.2985,2.0573,98.3398,35.96,10.6,395.7334,22.418,48.634,0.0986
735814.110413773,24.575,38.1375,25,27,173.875,27,49.625,0.0142450995555255,0.756818181818182,0.811558811558812,0.741,3.166,0.1505,0.26225,0.081,3.20475,9.92425,0.296,2.0467,97.320875,36.15,7.2375,397.33525,22.1075,50.2425,0.1245
735814.113541667,24.62,38.28,25,27,173.9,27,46.7,0.0143370831970532,0.756818181818182,0.811558811558811,0.7772,3.1726,0.1798,0.3188,0.108,3.3844,9.397,0.3826,2.03276,95.75622,36.486,5.358,397.8584,22.172,50.278,0.0432
735814.117006945,24.38,38.91,25,27,173.6,27,52,0.0143648664178701,0.756818181818182,0.811558811558811,0.7334,3.1832,0.1775,0.2764,0.0878,3.3538,9.634,0.3272,2.0388,101.07022,35.51,4.474,399.06,21.81,51.586,0.1368
735814.120476852,24.14,39.5,25,27,173.8,27,51.6,0.0143742359063583,0.756818181818182,0.811558811558811,0.7694,3.1042,0.1878,0.291,0.101,3.6158,9.6758,0.3592,2.03958,109.21488,35.21,4.096,399.5286,21.648,52.216,-0.076
735814.123611111,23.9,40.0875,26,27,175,28,60.125,0.0143789317973796,0.727533885867219,0.811558811558812,0.819,3.32875,0.31675,0.229,0.0895,3.58825,10.28925,0.3055,2.069975,117.15005,32.8675,4.765,401.11875,21.32,53.3575,-0.00925
735814.126740741,23.58,41.51,25.4,26.4,174.9,31.4,83.7,0.0146033960358145,0.74488344988345,0.830794276948123,0.821,3.2412,0.142,0.169,0.0632,3.4896,11.606,0.1298,1.98632,106.82462,26.848,10.092,404.805,20.746,55.87,-0.208
735814.129864004,23.15,43.7,24.125,26,175.875,29.5,71.5,0.0149805713174982,0.785018552875696,0.843617920540998,0.8,3.26233333333333,0.12375,0.17325,0.06,3.08825,13.35025,0.1435,1.966875,102.908125,31.6225,7.75,406.10625,20.2475,58.4675,0.06925
735814.132990741,22.8,44.9,25,26,174.6,29,66.8,0.015069111605109,0.756818181818182,0.843617920540998,0.7652,3.2278,0.1456,0.1768,0.067,3.2202,12.3848,0.2074,1.96574,94.36534,32.232,5.074,404.5366,20.128,59.07,-0.0866
735814.136111111,22.55,45.9125,25,26,175.5,29,68,0.0151769331585177,0.756818181818182,0.843617920540998,0.7955,3.29575,0.21825,0.23675,0.08825,3.35575,11.623,0.26375,1.9899,95.48935,31.5325,4.6,404.2395,19.86,60.14,-0.0645
735814.139231482,22.32,46.7,25.6,26,175.2,29,70.4,0.0152227460885047,0.738916083916084,0.843617920540998,0.8225,3.2926,0.2152,0.2746,0.1064,3.7776,11.7132,0.275,2.03868,96.5108,30.752,5.278,404.6634,19.754,60.48,0.1354
735814.142353877,22.15,47.65,26.5,26,175.375,30.5,79.25,0.015371957108008,0.713168004834672,0.843617920540998,0.93125,3.41575,0.31375,0.3645,0.12025,3.29275,12.58425,0.44475,2.16855,96.868375,28.3975,6.6825,410.1,19.5225,61.8625,0.08675
735814.145476852,21.84,48.7,27.6,26,176.8,32,88.5,0.0154163734184334,0.683962642295976,0.843617920540998,0.8956,3.464,0.3288,0.3862,0.1292,3.6734,12.1172,0.4754,2.25734,99.08464,26.888,8.284,412.2202,19.192,63.218,0.04925
735814.148596644,21.75,49.1125,27.75,26,176.375,31.75,82.375,0.0154617979300249,0.680114638447972,0.843617920540998,0.853,3.382,0.303,0.40125,0.13525,3.199,11.23,0.7585,2.3064,103.863025,27.7275,8.85,412.53325,19.245,62.8975,0.2135
735814.151719908,21.57,49.85,27.4,26,177,31,80,0.0155217092912738,0.689093314093314,0.843617920540998,0.8378,3.2654,0.401,0.347,0.107,3.731,11.5678,0.4852,2.30426,106.61816,27.756,8.354,412.4166,19.01,64.11,0.2022
735814.154846644,21.35,50.325,29.25,26.5,176,30.75,76.5,0.0154598842046184,0.64424416579589,0.827588366049905,0.81925,3.18,0.531,0.3465,0.1175,3.7145,10.1715,0.574,2.3151,98.328025,28.52,8.43,410.0065,18.89,64.33,0.24075
735814.157974537,21.3,50.14,29,26.6,175.2,29.4,66.6,0.0153558352340397,0.650135592376972,0.824382455151686,0.7646,3.2282,0.4706,0.3096,0.0934,2.9928,9.5544,0.5326,2.19698,104.98162,30.322,7.836,403.4968,19.068,63.236,0.211
735814.161103877,21.35,49.4875,27,26,175.125,28.25,58.125,0.0152024023744737,0.699847991514658,0.843617920540998,0.70825,3.09125,0.38325,0.32075,0.10425,2.99175,8.6325,0.4905,2.072425,103.611425,32.01,6.65,398.1665,19.225,61.9875,0.0735
